time_s,distance_m,rx_bytes,throughput_mbps
1.0000,1.000,36218000,579.4880
1.5000,1.000,28189000,451.0240
2.0000,1.000,40572000,649.1520
2.5000,1.000,42305200,676.8832
3.0000,1.000,34729800,555.6768
3.5000,1.000,33091800,529.4688
4.0000,1.000,38829000,621.2640
4.5000,1.000,38507000,616.1120
5.0000,1.000,38872400,621.9584
5.5000,1.000,40784800,652.5568
6.0000,1.000,38626000,618.0160
6.5000,1.000,34844600,557.5136
7.0000,1.000,32396000,518.3360
7.5000,1.000,37091600,593.4656
8.0000,1.000,39943400,639.0944
8.5000,1.000,40286400,644.5824
9.0000,1.000,40464200,647.4272
9.5000,1.000,40507600,648.1216
10.0000,1.000,40454400,647.2704
