field,value,count
mcs,0,3408
mcs,1,7876
mcs,2,21164
mcs,3,27280
mcs,4,42944
mcs,5,11660
mcs,6,12320
mcs,7,26092
mcs,8,9460
mcs,9,45540
mcs,10,3960
mcs,11,3784
mcs,12,528
mcs,13,396
width,20,128
width,80,216284
nss,1,3408
nss,2,213004
total_phy_tx,0,216412
rx_bytes_total,0,185185000
