time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,33307400,532.9184
1.5000,8.500,26546800,424.7488
2.0000,11.000,15426600,246.8256
2.5000,13.500,7697200,123.1552
3.0000,16.000,3413200,54.6112
3.5000,18.500,1414000,22.6240
4.0000,21.000,2102800,33.6448
4.5000,23.500,4900000,78.4000
5.0000,26.000,5000800,80.0128
5.5000,28.500,4026400,64.4224
6.0000,31.000,2053800,32.8608
6.5000,33.500,3470600,55.5296
7.0000,36.000,2139200,34.2272
7.5000,38.500,2063600,33.0176
8.0000,41.000,1703800,27.2608
8.5000,43.500,914200,14.6272
9.0000,46.000,287000,4.5920
9.5000,48.500,421400,6.7424
10.0000,51.000,302400,4.8384
