run_id,manager,standard,width_mhz,nss,gi_ns,step_size_db,step_time_s,seed,series,snr_db,rate_mbps,wall_s
MinstrelHt_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,MinstrelHt,802.11ax-5GHz,20,1,800,1.0,1.0,1,observed,22.0,74.5718,4.652594804763794
MinstrelHt_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,MinstrelHt,802.11ax-5GHz,20,1,800,1.0,1.0,1,observed,21.0,73.8755,4.652594804763794
MinstrelHt_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,MinstrelHt,802.11ax-5GHz,20,1,800,1.0,1.0,1,observed,20.0,72.6385,4.652594804763794
MinstrelHt_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,MinstrelHt,802.11ax-5GHz,20,1,800,1.0,1.0,1,observed,19.0,60.7027,4.652594804763794
MinstrelHt_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,MinstrelHt,802.11ax-5GHz,20,1,800,1.0,1.0,1,observed,18.0,60.8174,4.652594804763794
MinstrelHt_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,MinstrelHt,802.11ax-5GHz,20,1,800,1.0,1.0,1,observed,17.0,57.131,4.652594804763794
MinstrelHt_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,MinstrelHt,802.11ax-5GHz,20,1,800,1.0,1.0,1,observed,16.0,34.3654,4.652594804763794
MinstrelHt_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,MinstrelHt,802.11ax-5GHz,20,1,800,1.0,1.0,1,observed,15.0,44.1631,4.652594804763794
MinstrelHt_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,MinstrelHt,802.11ax-5GHz,20,1,800,1.0,1.0,1,observed,14.0,44.2614,4.652594804763794
MinstrelHt_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,MinstrelHt,802.11ax-5GHz,20,1,800,1.0,1.0,1,observed,13.0,42.9588,4.652594804763794
MinstrelHt_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,MinstrelHt,802.11ax-5GHz,20,1,800,1.0,1.0,1,observed,12.0,19.5133,4.652594804763794
MinstrelHt_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,MinstrelHt,802.11ax-5GHz,20,1,800,1.0,1.0,1,observed,11.0,12.9597,4.652594804763794
MinstrelHt_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,MinstrelHt,802.11ax-5GHz,20,1,800,1.0,1.0,1,observed,10.0,30.294,4.652594804763794
MinstrelHt_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,MinstrelHt,802.11ax-5GHz,20,1,800,1.0,1.0,1,observed,9.0,16.0563,4.652594804763794
MinstrelHt_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,MinstrelHt,802.11ax-5GHz,20,1,800,1.0,1.0,1,observed,8.0,23.1178,4.652594804763794
MinstrelHt_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,MinstrelHt,802.11ax-5GHz,20,1,800,1.0,1.0,1,observed,7.0,23.0605,4.652594804763794
MinstrelHt_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,MinstrelHt,802.11ax-5GHz,20,1,800,1.0,1.0,1,observed,6.0,17.8504,4.652594804763794
MinstrelHt_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,MinstrelHt,802.11ax-5GHz,20,1,800,1.0,1.0,1,observed,5.0,4.49741,4.652594804763794
Ideal_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,Ideal,802.11ax-5GHz,20,1,800,1.0,1.0,1,selected,55.0,143.382,4.783470869064331
Ideal_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,Ideal,802.11ax-5GHz,20,1,800,1.0,1.0,1,selected,54.0,143.382,4.783470869064331
